text,character
You two never hang out alone. You just made up those nicknames right now.,Lily
I guess it's true. You and I never really hang out alone.,Marshall
"Well, let's. Let's have dinner together, just the two of us.",Robin
Oh! Sweet. No candles.,Lily
"Lily, I guess that leaves just you and me. Want to hang?",Barney
Nah.,Lily
You're a big... stupid octopus head!,Lily
"Well, Lily, you were right. Something weird happened with Zoey last night.",Ted
"Oh, that's the Captain. Yes, I call my husband The Captain, but that is the only concession I make to his seafaring ways. Hang on. Ahoy. I'm just out with friends.",Zoey
Friends. Plural. Like-Like there was more than one of me.,Ted
"Ew! Ew! She lied to her husband? Uh-oh. So, what did you do?",Lily
"Uh, Zoey, um, did you just say you were out with friends?",Ted
"Yeah. The Captain's on his way home from Milan. He can get a little jealous sometimes, so I didn't want to make him worry. Is that okay?",Zoey
It's totally okay.,Ted
"It's not okay! I didn't really think it was okay! Pur-leez! You lie to your husband all the time. Uh, uh, that shirt looks great on youI love your momI never fantasize about Barney when we're doing it Sound familiar, Pinocchio?",Lily
What's wrong with this shirt?,Marshall
"Lily, ruling. Do I have to stop hanging out with Zoey?",Ted
"No, you just need to spend time with her and The Captain together. If you're friends with the both of them, then there's not a problem.",Lily
"Actually, I do have a standing invitation from The Captain to go for a ride with them on his boat.",Ted
"Great. So go make nice with Captain Creepy, and problem solved.",Lily
December chill... so great.,Robin
Totally.,Marshall
Did you catch the game last night?,Marshall
Yeah. Nail-biter.,Robin
You know what's fun? Is cold weather sports.,Marshall
They are fun.,Robin
"Man, this is awkward.",Robin
"She's giving me nothing! He's just staring at me! She's just staring at me! It's making me nervous. Great, now my left eye is twitching.",Marshall
"Marshall, it's cool. She doesn't see it. What the hell's going on with his eye? Am I supposed to not talk about that? Great, now my right eye is doing it.",Robin
Can I get you two some drinks?,Waiter
Lots of drinks.,Marshall
"Oh, so many drinks.",Robin
Barney.,Lily
"Save it, Lily. I am still mad at you for... something, and for that other thing.",Barney
"Look, I'm sorry I hurt your feelings. But let's be honest. You've been super sensitive lately.",Lily
Watch out!,Lily
Watch out!,Lily
"Oh! Wow. Thanks, Lily. You saved me. You saved us. Look, I know you didn't mean whatever it was you said that made me so mad.",Barney
I think I probably didn't.,Lily
Wait. I still can't resist getting one last sh*t in.,Lily
"Hi, Captain. The Captain. Captain.",Ted
"Ahoy, Ted! Excellent to see you.",Captain
"Ah, you, too. Uh, where's Zoey?",Ted
"Well, I'm afraid she's feeling a little under the weather. Looks like it's just you, me and six hours in frigid international waters.",Captain
"Or we could stay on dry land, hang out with some... witnesses.",Ted
"You're a hoot. I've been looking forward to this. For a very long time. Well, anchors aweigh!",Captain
"You know, I had this really boring poetry class in college.",Robin
You were just thinking that this dinner is really boring. That's what made you think of your boring class in college.,Marshall
"What?! What? No! No! No, no, no. Marshall, no. No. I... I just saw that board of specials, and I thought, you know what sucks? Being bored. Which I am not. So that clears that... right up.",Robin
"Robin, I'm an attorney.",Marshall
Fine. This night's a little awkward.,Robin
I guess it's 'cause we never hang out alone together.,Marshall
Why is that?,Robin
It's 'cause of The Mermaid Theory.,Marshall
"Two years ago, I had just hired a new assistant at GNB.",Marshall
"So, who's the eye broccoli?",Barney
"Okay, that's Iris, my new assistant. And yes, she's a little plain, but I'm married, so that's good.",Marshall
"Mark my words, Marshall. Someday you will find Iris so excruciatingly attractive, you won't be able to look her directly in the boobs.",Barney
I don't think that's gonna be a problem.,Marshall
"Marshall, do you know how the myth of mermaids came to be?",Barney
I'm sorry. Myth?,Marshall
"It was 300 years ago. Sailors stuck at sea would get desperate for female companionship. It got so bad that, eventually, the manatees out in the water started to look like... beautiful women. Mermaids. Let's go get some tail! Oh. You see, every woman, no matter how initially repugnant, has a mermaid clock... the time it takes for you to realize you want to bone her. Sure, today you see Iris as a manatee. But she ain't gonna stay that way. Marshall, your secretary's mermaid clock starts right now.",Barney
"And it took one year, three months, and 16 days, but eventually...",Marshall
D'oh! Told you. The Mermaid Theory. It's a thing. You owe me 500 bucks.,Barney
Did we bet on this?,Marshall
Let's say yes.,Barney
And that's why we never hang out alone? Yes.,Robin
"As Lily's best friend, you are the last person on the planet o's allowed to turn into a mermaid.",Marshall
"Wait, does that mean that I'm a manatee right now?",Robin
Big-time manatee.,Marshall
What were those sailors thinking?,Robin
Huh. I don't know. Being out at sea can do crazy things to a man.,Marshall
"Vast, the sea. Deep. Endless. Going around for miles. You could scream and scream, and not a soul would hear you. Listen to this.  Help! Somebody help me! I'm trapped on a boat with a madman! Help! See? Nothing.",Captain
"He's gonna k*ll me. Okay, calm down, Teddy. He's not jealous. He hasn't even mentioned Zoey.",Ted
"So, Ted, I noticed you've been spending a lot of time with Zoey.",Captain
"Seriously? I step away for five seconds, and you eat all my onion rings? No surprise there.",Lily
"What's that supposed to mean? Are you calling me fat? If there is one thing you never do, it is call a woman fat right to her face!",Barney
Want to hang?,Lily
Nah. Watch out!,Barney
"Wow... thanks, Barney. You saved me. You saved us.",Lily
"If there's one thing you never do, it's call a woman fat right to her face!",Lily
"Oh, Lily, I'm sorry. Hey, you want to see a magic trick?",Barney
You're a jerk.,Lily
"Ted, let me show you my harpoon collection.",Captain
"Just gonna make a quick call. Hey, silly question. What are our exact nautical coordinates?",Ted
"How now? Oh, bother.  Well... she's a goner. By now, the icy tide has already dropped its core temperature to near freezing. And down it goes. Now it's at 50 meters. Complete crushing blackness. 100 meters. The pressure is so intense, the keys are popping right out of its head.",Captain
Head?,Ted
"200 meters. No one will ever find its mangled remains, save for the crustacea that feed off its lifeless husk. Can you hear me now? No. Because you're on the bottom of the sea.",Captain
"Well, I got a big morning, so... Dry cleaners, bank, you know, so...",Ted
"Ted, it's time. I have something for you. Wait here.",Captain
": Okay, you got to swim for it, Mosby. Man versus sea. You can do this. You didn't get a Good Effort ribbon from the Shaker Heights JCC Swim Camp because you don't have what it takes.",Ted
Found it. Zoey told me you're a scotch drinker. I bought this special for tonight.,Captain
Ted?,Captain
"you're afraid that if you spend too much time alone with me, I'll turn into a mermaid?",Robin
"Yes. I mean, sure, right now, you're bald and leathery ancovered in a thick layer of blubber...",Marshall
Am I blushing or...?,Robin
"...but at some point, my stupid male brain will transform you into a foxy fish-babe singin' Part of Your World to my pants.",Marshall
"Okay, even if that happens, is there any way to un-mermaid me?",Robin
I asked Barney the same thing.,Marshall
"Once mermaid-ified, there's only one way a woman can go back to being unattractive again, but it's pretty gruesome.",Barney
Death?,Marshall
"Worse. Pregnancy. If a baby's on board that train, it is headed straight back to Manatee City... where the grass ain't green and the girls ain't pretty.",Barney
Pregnancy?,Robin
"Mm-hmm. Once a mermaid gets pregnant, she becomes a manatee again. Never thought I'd say that sentence.",Marshall
"Well, Lily, I guess it's just you and me. You wanna hang?",Barney
"Nah. Whenever we're alone, you spend the whole time undressing me with your eyes. You even take off my shoes.",Liy
"High heels chafe my shoulders. But you don't have to worry about that anymore. Ever since you got pregnant, you're just a big fat manatee.",Barney
"Well, you're a big... stupid octopus face!",Lily
"Wow. Thanks, Barney. You saved me. You saved us. If there's one thing you never do, it's call a woman fat right to her face!",Lily
"I'm sorry, Lily. Hey, you want to see a magic trick?",Barney
Oh... You're a jerk.,Lily
"Hey. Hey, wait. Come on. I was kid... Wait, wait, wait! There's another addendum to The Mermaid Theory. A pregnant woman who's become a manatee can become a mermaid again through one simple act.",Barney
What's that?,Lily
Breast-feeding. Hot.,Barney
Really?,Lily
Really. When those things swell up to three times their normal size... so do I.,Barney
That's so sweet!,Lily
"Okay, now we're even!",Ted
So you really thought I was gonna k*ll you?,Captain
Well... ish.,Ted
"Oh, Ted, that's ridiculous. If I wanted to k*ll you, I'd invite you to my hunting lodge. It's far more remote, and I wouldn't have to worry about you turning up in some nosy fisherman's net.",Captain
See? It's stuff like that. Why-why do you talk that way?,Ted
"Oh, I'm just jesting for sport. See, sometimes I don't bond as well with Zoey's younger friends. But I know she really likes you. I was hoping that maybe we could be buddies.",Captain
We can. We can be buddies. Just not on a boat.,Ted
Fair enough. The hunting lodge it is.,Captain
"Yeah, me, too.",Marshall
"No... No, no! No! No, don't turn!",Marshall
"Uh-oh. I don't feel so good.  Oh, my God! Oh, my God, I am, I am so sorry! Oh! You must think I'm totally disgusting.",Robin
I really do.,Marshall
"Hey, Ted.",Zoey
Hey. You feeling better?,Ted
I have a confession to make. I wasn't really sick.,Zoey
You weren't?,Ted
"I'm sorry. I was just feeling guilty that I lied to The Captain and... I don't know, I just thought it would be good if you two spent some time together.",Zoey
"I get it. And you were right. He's a nice guy. I mean, he can be a little scary.",Ted
"Yeah, he gets a little m*rder when he's nervous.",Zoey
"Yeah, he's a creepy dude. But I like him. And I just want to make sure you and I hanging out doesn't, you know, cross any lines.",Ted
"Me, too.",Zoey
"I mean, if either one of us had even the slightest hint of feelings for the other, we shouldn't hang out. You don't, do you?",Ted
No. Do you?,Zoey
No.,Ted
This is taking forever. Are you sure you did it right?,Marshall
Is there a wrong way to pee on a stick?,Lily
"Hey, can I ask you a question that's plagued me for years? Can girls aim?",Marshall
"Um, can boys aim? 'Cause it seems to me like I'm taking a mop to that bathroom floor every two days.",Lily
"Okay, you're the one who put the ",Marshall
It's been two minutes.,Lily
It's positive.,Lily
It's positive? It's positive.,Marshall
I'm pregnant.,Lily
What?!,Robin
I've never seen that woman before in my life! Sorry. Force of habit. Congratulations!,Barney
To Lily and Marshall.,Robin
"Well, thank you. I mean, we've never been happier. Can't imagine anything bringing me down right now.",Marshall
You're not pregnant.,Doctor
"Well, that did it.",Marshall
Are you sure you did it right?,Marshall
"Hey, Punchy, I've given this some serious thought. I think I know how we can crush these floral arrangements.",Ted
"Ah, here it comes. Hit me up, Schmos!",Punchy
"Peonies, lavender blossoms with a halo of baby's breath for an ambiance of springtime rejuvenation.",Ted
That's exactly the accent of whimsy this celebration of love needs!,Punchy
It's gonna be a magical day. (,Ted
I do wish you were a dude.,Robin
"Because if I was a dude, I could have Ted Mosby as my best man.",Ted
"No, and here's why.,Ted, the best man's job is not to crush the floral arrangements. It's to get the groom down the aisle, because, no matter who he is, he will freak out. And I just don't think you have what it takes to get that get that soldier to pick up his r*fle and charge up the hill.",Robin
